pro_id,product_name,model_year,list_price,list_local_price
67,Sun Bicycles Revolutions 24 - Girl's - 2017,2017,250.99,11914.08
68,Sun Bicycles Cruz 3 - 2017,2017,449.99,21360.28
69,Sun Bicycles Cruz 7 - 2017,2017,416.99,19793.82
70,Electra Amsterdam Original 3i - 2015/2017,2017,659.99,31328.63
71,Sun Bicycles Atlas X-Type - 2017,2017,416.99,19793.82
72,Sun Bicycles Biscayne Tandem 7 - 2017,2017,619.99,29429.89
73,Sun Bicycles Brickell Tandem 7 - 2017,2017,749.99,35600.78
74,Electra Cruiser Lux 1 - 2017,2017,439.99,20885.59
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,2017,599.99,28480.53
76,"Electra Girl's Hawaii 1 16"" - 2017",2017,299.99,14240.03
77,Electra Glam Punk 3i Ladies' - 2017,2017,799.99,37974.19
78,Sun Bicycles Biscayne Tandem CB - 2017,2017,647.99,30759.01
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,2017,402.99,19129.26
80,Sun Bicycles Brickell Tandem CB - 2017,2017,761.99,36170.4
81,Electra Amsterdam Fashion 7i Ladies' - 2017,2017,1099.99,52214.69
82,Electra Amsterdam Original 3i Ladies' - 2017,2017,659.99,31328.63
83,Trek Boy's Kickster - 2015/2017,2017,149.99,7119.78
84,Sun Bicycles Lil Kitt'n - 2017,2017,109.99,5221.04
85,Haro Downtown 16 - 2017,2017,329.99,15664.08
86,Trek Girl's Kickster - 2017,2017,149.99,7119.78
87,Trek Precaliber 12 Boys - 2017,2017,189.99,9018.51
88,Trek Precaliber 12 Girls - 2017,2017,189.99,9018.51
89,Trek Precaliber 16 Boys - 2017,2017,209.99,9967.88
90,Trek Precaliber 16 Girls - 2017,2017,209.99,9967.88
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,2017,349.99,16613.44
92,Haro Shredder 20 - 2017,2017,209.99,9967.88
93,Haro Shredder 20 Girls - 2017,2017,209.99,9967.88
94,Haro Shredder Pro 20 - 2017,2017,249.99,11866.61
95,"Electra Girl's Hawaii 1 16"" - 2017",2017,299.99,14240.03
96,Electra Moto 3i (20-inch) - Boy's - 2017,2017,349.99,16613.44
97,Electra Savannah 3i (20-inch) - Girl's - 2017,2017,349.99,16613.44
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,2017,489.99,23259.01
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,2017,299.99,14240.03
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,2017,489.99,23259.01
101,Electra Townie 7D (20-inch) - Boys' - 2017,2017,339.99,16138.76
102,Electra Townie Original 7D - 2017,2017,489.99,23259.01
103,Sun Bicycles Streamway 3 - 2017,2017,551.99,26202.05
104,Sun Bicycles Streamway - 2017,2017,481.99,22879.26
105,Sun Bicycles Streamway 7 - 2017,2017,533.99,25347.62
106,Sun Bicycles Cruz 3 - 2017,2017,449.99,21360.28
107,Sun Bicycles Cruz 7 - 2017,2017,416.99,19793.82
108,Sun Bicycles Cruz 3 - Women's - 2017,2017,449.99,21360.28
109,Sun Bicycles Cruz 7 - Women's - 2017,2017,416.99,19793.82
110,Sun Bicycles Drifter 7 - 2017,2017,470.99,22357.11
111,Sun Bicycles Drifter 7 - Women's - 2017,2017,470.99,22357.11
112,Trek 820 - 2018,2018,379.99,18037.49
113,Trek Marlin 5 - 2018,2018,489.99,23259.01
114,Trek Marlin 6 - 2018,2018,579.99,27531.16
115,Trek Fuel EX 8 29 - 2018,2018,3199.99,151898.2
116,Trek Marlin 7 - 2017/2018,2018,749.99,35600.78
117,Trek Ticket S Frame - 2018,2018,1469.99,69777.98
118,Trek X-Caliber 8 - 2018,2018,999.99,47467.86
119,Trek Kids' Neko - 2018,2018,469.99,22309.64
120,Trek Fuel EX 7 29 - 2018,2018,2499.99,118670.36
121,Surly Krampus Frameset - 2018,2018,2499.99,118670.36
122,Surly Troll Frameset - 2018,2018,2499.99,118670.36
123,Trek Farley Carbon Frameset - 2018,2018,999.99,47467.86
124,Surly Krampus - 2018,2018,1499.0,71155.03
125,Trek Kids' Dual Sport - 2018,2018,469.99,22309.64
126,Surly Big Fat Dummy Frameset - 2018,2018,469.99,22309.64
127,Surly Pack Rat Frameset - 2018,2018,469.99,22309.64
128,Surly ECR 27.5 - 2018,2018,1899.0,90142.37
129,Trek X-Caliber 7 - 2018,2018,919.99,43670.39
130,Trek Stache Carbon Frameset - 2018,2018,919.99,43670.39
131,Heller Bloodhound Trail - 2018,2018,2599.0,123370.2
132,Trek Procal AL Frameset - 2018,2018,1499.99,71202.03
133,Trek Procaliber Frameset - 2018,2018,1499.99,71202.03
134,Trek Remedy 27.5 C Frameset - 2018,2018,1499.99,71202.03
135,Trek X-Caliber Frameset - 2018,2018,1499.99,71202.03
136,Trek Procaliber 6 - 2018,2018,1799.99,85442.53
137,Heller Shagamaw GX1 - 2018,2018,2599.0,123370.2
138,Trek Fuel EX 5 Plus - 2018,2018,2249.99,106803.28
139,Trek Remedy 7 27.5 - 2018,2018,2999.99,142404.53
140,Trek Remedy 9.8 27.5 - 2018,2018,4999.99,237341.2
141,Trek Stache 5 - 2018,2018,1599.99,75948.86
142,Trek Fuel EX 8 29 XT - 2018,2018,3199.99,151898.2
143,Trek Domane ALR 3 - 2018,2018,1099.99,52214.69
144,Trek Domane ALR 4 Disc - 2018,2018,1549.99,73575.44
145,Trek Domane ALR 5 Disc - 2018,2018,1799.99,85442.53
146,Trek Domane SLR 6 - 2018,2018,4999.99,237341.2
147,Trek Domane ALR 5 Gravel - 2018,2018,1799.99,85442.53
148,Trek Domane SL 8 Disc - 2018,2018,5499.99,261075.37
149,Trek Domane SLR 8 Disc - 2018,2018,7499.99,356012.04
150,Trek Emonda SL 7 - 2018,2018,4499.99,213607.03
151,Trek Domane ALR 4 Disc Women's - 2018,2018,1549.99,73575.44
152,Trek Domane SL 5 Disc Women's - 2018,2018,2499.99,118670.36
153,Trek Domane SL 7 Women's - 2018,2018,4999.99,237341.2
154,Trek Domane SLR 6 Disc Women's - 2018,2018,5499.99,261075.37
155,Trek Domane SLR 9 Disc - 2018,2018,11999.99,569619.55
156,Trek Domane SL Frameset - 2018,2018,6499.99,308543.7
157,Trek Domane SL Frameset Women's - 2018,2018,6499.99,308543.7
158,Trek CrossRip 1 - 2018,2018,959.99,45569.13
159,Trek Emonda ALR 6 - 2018,2018,2299.99,109176.7
160,Trek Emonda SLR 6 - 2018,2018,4499.99,213607.03
161,Surly ECR - 2018,2018,1899.0,90142.37
162,Trek Emonda SL 6 Disc - 2018,2018,2999.99,142404.53
163,Surly Pack Rat - 2018,2018,1349.0,64034.78
164,Surly Straggler 650b - 2018,2018,1549.0,73528.45
165,Trek 1120 - 2018,2018,2499.99,118670.36
166,Trek Domane AL 2 Women's - 2018,2018,749.99,35600.78
167,Surly ECR Frameset - 2018,2018,749.99,35600.78
168,Surly Straggler - 2018,2018,1549.0,73528.45
169,Trek Emonda SLR 8 - 2018,2018,6499.99,308543.7
170,Trek CrossRip 2 - 2018,2018,1299.99,61708.36
171,Trek Domane SL 6 - 2018,2018,3199.99,151898.2
172,Trek Domane ALR Disc Frameset - 2018,2018,3199.99,151898.2
173,Trek Domane ALR Frameset - 2018,2018,3199.99,151898.2
174,Trek Domane SLR Disc Frameset - 2018,2018,3199.99,151898.2
175,Trek Domane SLR Frameset - 2018,2018,3199.99,151898.2
176,Trek Madone 9 Frameset - 2018,2018,3199.99,151898.2
177,Trek Domane SLR 6 Disc - 2018,2018,5499.99,261075.37
178,Trek Domane AL 2 - 2018,2018,749.99,35600.78
179,Trek Domane AL 3 - 2018,2018,919.99,43670.39
180,Trek Domane AL 3 Women's - 2018,2018,919.99,43670.39
181,Trek Domane SL 5 - 2018,2018,2199.99,104429.86
182,Trek Domane SL 5 Disc - 2018,2018,2499.99,118670.36
183,Trek Domane SL 5 Women's - 2018,2018,2199.99,104429.86
184,Trek Domane SL 6 Disc - 2018,2018,3499.99,166138.7
185,Trek Conduit+ - 2018,2018,2799.99,132910.86
186,Trek CrossRip+ - 2018,2018,4499.99,213607.03
187,Trek Neko+ - 2018,2018,2799.99,132910.86
188,Trek XM700+ Lowstep - 2018,2018,3499.99,166138.7
189,Trek Lift+ Lowstep - 2018,2018,2799.99,132910.86
190,Trek Dual Sport+ - 2018,2018,2799.99,132910.86
191,Electra Loft Go! 8i - 2018,2018,2799.99,132910.86
192,Electra Townie Go! 8i - 2017/2018,2018,2599.99,123417.2
193,Trek Lift+ - 2018,2018,2799.99,132910.86
194,Trek XM700+ - 2018,2018,3499.99,166138.7
195,Electra Townie Go! 8i Ladies' - 2018,2018,2599.99,123417.2
196,Trek Verve+ - 2018,2018,2299.99,109176.7
197,Trek Verve+ Lowstep - 2018,2018,2299.99,109176.7
198,Electra Townie Commute Go! - 2018,2018,2999.99,142404.53
199,Electra Townie Commute Go! Ladies' - 2018,2018,2999.99,142404.53
200,Trek Powerfly 5 - 2018,2018,3499.99,166138.7
201,Trek Powerfly 5 FS - 2018,2018,4499.99,213607.03
202,Trek Powerfly 5 Women's - 2018,2018,3499.99,166138.7
203,Trek Powerfly 7 FS - 2018,2018,4999.99,237341.2
204,Trek Super Commuter+ 7 - 2018,2018,3599.99,170885.53
205,Trek Super Commuter+ 8S - 2018,2018,4999.99,237341.2
206,Trek Boone 5 Disc - 2018,2018,3299.99,156645.03
207,Trek Boone 7 Disc - 2018,2018,3999.99,189872.87
208,Trek Crockett 5 Disc - 2018,2018,1799.99,85442.53
209,Trek Crockett 7 Disc - 2018,2018,2999.99,142404.53
210,Surly Straggler - 2018,2018,1549.0,73528.45
211,Surly Straggler 650b - 2018,2018,1549.0,73528.45
212,Electra Townie Original 21D - 2018,2018,559.99,26581.79
213,Electra Cruiser 1 - 2016/2017/2018,2018,269.99,12815.98
214,Electra Tiger Shark 3i - 2018,2018,899.99,42721.03
215,Electra Queen of Hearts 3i - 2018,2018,749.99,35600.78
216,Electra Super Moto 8i - 2018,2018,899.99,42721.03
217,Electra Straight 8 3i - 2018,2018,909.99,43195.71
218,Electra Cruiser 7D - 2016/2017/2018,2018,319.99,15189.39
219,Electra Moto 3i - 2018,2018,639.99,30379.26
220,Electra Cruiser 1 Ladies' - 2018,2018,269.99,12815.98
221,Electra Cruiser 7D Ladies' - 2016/2018,2018,319.99,15189.39
222,Electra Cruiser 1 Tall - 2016/2018,2018,269.99,12815.98
223,Electra Cruiser Lux 3i - 2018,2018,529.99,25157.74
224,Electra Cruiser Lux 7D - 2018,2018,479.99,22784.33
225,Electra Delivery 3i - 2016/2017/2018,2018,959.99,45569.13
226,Electra Townie Original 21D EQ - 2017/2018,2018,679.99,32277.99
227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,2018,319.99,15189.39
228,Electra Cruiser 7D Tall - 2016/2018,2018,319.99,15189.39
229,Electra Cruiser Lux 1 - 2016/2018,2018,429.99,20410.91
230,Electra Cruiser Lux 1 Ladies' - 2018,2018,429.99,20410.91
231,Electra Cruiser Lux 3i Ladies' - 2018,2018,529.99,25157.74
232,Electra Cruiser Lux 7D Ladies' - 2018,2018,479.99,22784.33
233,Electra Cruiser Lux Fat Tire 7D - 2018,2018,639.99,30379.26
234,Electra Daydreamer 3i Ladies' - 2018,2018,899.99,42721.03
235,Electra Koa 3i Ladies' - 2018,2018,899.99,42721.03
236,Electra Morningstar 3i Ladies' - 2018,2018,749.99,35600.78
237,Electra Relic 3i - 2018,2018,849.99,40347.61
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,2018,749.99,35600.78
239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,2018,749.99,35600.78
240,Electra Townie Commute 27D Ladies - 2018,2018,899.99,42721.03
241,Electra Townie Commute 8D - 2018,2018,749.99,35600.78
242,Electra Townie Commute 8D Ladies' - 2018,2018,699.99,33227.36
243,Electra Townie Original 21D EQ Ladies' - 2018,2018,679.99,32277.99
244,Electra Townie Original 21D Ladies' - 2018,2018,559.99,26581.79
245,Electra Townie Original 3i EQ - 2017/2018,2018,659.99,31328.63
246,Electra Townie Original 3i EQ Ladies' - 2018,2018,639.99,30379.26
247,Electra Townie Original 7D EQ - 2018,2018,599.99,28480.53
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,2018,599.99,28480.53
249,Electra White Water 3i - 2018,2018,749.99,35600.78
250,Electra Townie Go! 8i - 2017/2018,2018,2599.99,123417.2
251,Electra Townie Commute Go! - 2018,2018,2999.99,142404.53
252,Electra Townie Commute Go! Ladies' - 2018,2018,2999.99,142404.53
253,Electra Townie Go! 8i Ladies' - 2018,2018,2599.99,123417.2
254,Electra Townie Balloon 3i EQ - 2017/2018,2018,749.99,35600.78
255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,2018,899.99,42721.03
256,Electra Townie Commute 27D - 2018,2018,899.99,42721.03
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,2018,899.99,42721.03
258,Electra Amsterdam Royal 8i - 2017/2018,2018,1259.9,59805.36
259,Electra Amsterdam Royal 8i Ladies - 2018,2018,1199.99,56961.53
260,Electra Townie Balloon 3i EQ Ladies' - 2018,2018,799.99,37974.19
261,Electra Townie Balloon 7i EQ - 2018,2018,899.99,42721.03
262,Trek MT 201 - 2018,2018,249.99,11866.61
263,Strider Classic 12 Balance Bike - 2018,2018,89.99,4271.68
264,Strider Sport 16 - 2018,2018,249.99,11866.61
265,Strider Strider 20 Sport - 2018,2018,289.99,13765.34
266,Trek Superfly 20 - 2018,2018,399.99,18986.86
267,Trek Precaliber 12 Girl's - 2018,2018,199.99,9493.19
268,Trek Kickster - 2018,2018,159.99,7594.46
269,Trek Precaliber 12 Boy's - 2018,2018,199.99,9493.19
270,Trek Precaliber 16 Boy's - 2018,2018,209.99,9967.88
271,Trek Precaliber 16 Girl's - 2018,2018,209.99,9967.88
272,Trek Precaliber 20 6-speed Boy's - 2018,2018,289.99,13765.34
273,Trek Precaliber 20 6-speed Girl's - 2018,2018,289.99,13765.34
274,Trek Precaliber 20 Boy's - 2018,2018,229.99,10917.24
275,Trek Precaliber 20 Girl's - 2018,2018,229.99,10917.24
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,2018,319.99,15189.39
277,Trek Precaliber 24 21-speed Boy's - 2018,2018,369.99,17562.81
278,Trek Precaliber 24 21-speed Girl's - 2018,2018,369.99,17562.81
279,Trek Precaliber 24 7-speed Girl's - 2018,2018,319.99,15189.39
280,Trek Superfly 24 - 2017/2018,2018,489.99,23259.01
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,2018,319.99,15189.39
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,2018,279.99,13290.66
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,2018,319.99,15189.39
284,Electra Savannah 1 (20-inch) - Girl's - 2018,2018,319.99,15189.39
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,2018,279.99,13290.66
286,"Electra Starship 1 16"" - 2018",2018,279.99,13290.66
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,2018,279.99,13290.66
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,2018,389.99,18512.18
289,"Electra Superbolt 1 20"" - 2018",2018,319.99,15189.39
290,"Electra Superbolt 3i 20"" - 2018",2018,369.99,17562.81
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,2018,319.99,15189.39
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,2018,369.99,17562.81
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,2018,319.99,15189.39
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,2018,369.99,17562.81
295,"Electra Treasure 1 20"" - 2018",2018,319.99,15189.39
296,"Electra Treasure 3i 20"" - 2018",2018,369.99,17562.81
297,"Electra Under-The-Sea 1 16"" - 2018",2018,279.99,13290.66
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,2018,279.99,13290.66
299,Electra Townie Original 21D - 2018,2018,559.99,26581.79
300,Electra Townie Balloon 3i EQ Ladies' - 2018,2018,799.99,37974.19
301,Electra Townie Balloon 7i EQ - 2018,2018,899.99,42721.03
302,Electra Townie Original 1 - 2018,2018,449.99,21360.28
303,Electra Townie Go! 8i - 2017/2018,2018,2599.99,123417.2
304,Electra Townie Original 21D EQ - 2017/2018,2018,679.99,32277.99
305,Electra Townie Balloon 3i EQ - 2017/2018,2018,749.99,35600.78
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,2018,899.99,42721.03
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,2018,749.99,35600.78
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,2018,749.99,35600.78
309,Electra Townie Commute 27D - 2018,2018,899.99,42721.03
310,Electra Townie Commute 27D Ladies - 2018,2018,899.99,42721.03
311,Electra Townie Commute 8D - 2018,2018,749.99,35600.78
312,Electra Townie Commute 8D Ladies' - 2018,2018,699.99,33227.36
313,Electra Townie Original 1 Ladies' - 2018,2018,449.99,21360.28
314,Electra Townie Original 21D EQ Ladies' - 2018,2018,679.99,32277.99
315,Electra Townie Original 21D Ladies' - 2018,2018,559.99,26581.79
316,Trek Checkpoint ALR 4 Women's - 2019,2019,1699.99,80695.69
317,Trek Checkpoint ALR 5 - 2019,2019,1999.99,94936.2
318,Trek Checkpoint ALR 5 Women's - 2019,2019,1999.99,94936.2
319,Trek Checkpoint SL 5 Women's - 2019,2019,2799.99,132910.86
320,Trek Checkpoint SL 6 - 2019,2019,3799.99,180379.2
321,Trek Checkpoint ALR Frameset - 2019,2019,3199.99,151898.2
